고장발생일,건물명,주소,승강기고유번호
2021-11-08,신평영무예다음,경상북도 구미시 구미중앙로45길 18 (신평동，영무예다음),6041298
2021-11-08,우림 e-biz center,서울특별시 구로구 디지털로33길 28 (구로동),0021209
2021-11-07,원진빌딩,충청북도 청주시 서원구 사직대로 85 (사창동),5027617
2021-11-06,육군사관학교관사및간부숙소,서울특별시 노원구 화랑로 564 (공릉동),0054241
2021-11-04,성의고등학교,경상북도 김천시 성의길 38 (지좌동),6044332
2021-11-02,관저다온숲3단지아파트,대전광역시 서구 구봉산북로 165 (관저동),5063317
2021-11-02,더샵팰리스,서울특별시 성북구 화랑로32길 108-7 (석관동),0132489
2021-11-02,수송중학교,서울특별시 강북구 한천로124길 14 (번동),0095081
2021-10-31,큰마을아파트,대전광역시 서구 대덕대로 150 (갈마동),5022936
2021-10-29,(주)호텔롯데롯데리조트부여,충청남도 부여군 규암면 백제문로 400 ,5004910
2021-10-29,청구하이츠,경상북도 구미시 인동19길 36-11 (인의동),6009764
2021-10-29,태안동학농민혁명기념관,충청남도 태안군 태안읍 성안1길 28-23 ,5086355
2021-10-28,신봉엘지자이1차아파트,경기도 용인시 수지구 신봉2로 26 (신봉동),2008857
2021-10-27,새한센시빌,경상북도 경주시 현곡면 안현로 68-7 (새한센시빌아파트),6029706
2021-10-27,충청노인요양원 성안점,충청북도 청주시 상당구 남사로102번길 11 (남주동),5083489
2021-10-26,LG광화문빌딩,서울특별시 종로구 새문안로 58 (신문로2가),0000865
2021-10-25,가산두산아파트,"서울특별시 금천구 가산로 99 (가산동, 두산위브아파트)",0064868
2021-10-24,골드썬비치맨션,경상남도 거제시 장평1로3길 10 (장평동),8083567
2021-10-23,리버호텔,전라북도 남원시 소리길 120 (어현동),7017600
2021-10-23,송학동영아파트,전라북도 익산시 학곤로4길 26  (송학동),7022083
2021-10-22,천안에이스 법조타워,충청남도 천안시 동남구 청수14로 102 (청당동),5071292
2021-10-22,호원신도101아파트,"경기도 의정부시 평화로 271-9 (호원동, 신도아파트)",2099763
2021-10-21,길동빌딩,서울특별시 강동구 양재대로 1458 (길동),0034517
2021-10-21,시지2차사월보성타운,대구광역시 수성구 욱수천로 133 (사월동),6005862
2021-10-20,부강주택관리(주)순천3차관리소,전라남도 순천시 해룡면 기적의도서관길 90 ,7007072
2021-10-20,창현두산1차아파트,경기도 남양주시 화도읍 수레로1233번길 8 (두산아파트),2001644
2021-10-19,법조타운A,세종특별자치시 한누리대로 1958 (소담동),5074210
2021-10-18,동탄센트럴에이스타워,경기도 화성시 동탄기흥로 590 ,2225338
2021-10-17,동문굿모닝힐맘시티3단지,경기도 평택시 신촌5로 20 ,2238551
2021-10-16,아그네스무인텔,광주광역시 북구 저불로69번길 7-5 (용봉동),7013240
2021-10-14,창원중동유니시티1단지,"경상남도 창원시 의창구 중동로 34 (중동, 창원중동유니시티1단지)",8101815
2021-10-13,삼성디지털프라자소하점,경기도 광명시 금하로 454 (소하동),2028141
2021-10-13,서면2차 봄여름가을겨울아파트,"부산광역시 부산진구 신천대로197번길 15 (당감동, 서면2차봄여름가을겨울)",8097610
2021-10-12,한양대학교병원,서울특별시 성동구 왕십리로 222-1  (사근동),0005014
2021-10-10,샘머리아파트2단지,대전광역시 서구 청사로 281 (둔산동),5023136
2021-10-09,미원통경아파트,충청북도 청주시 상당구 미원면 단재로 2483-6 ,5042630
2021-10-07,아미리현대7차아파트,경기도 이천시 부발읍 신아로92번길 74-25 ,2024206
2021-10-07,"행복도시4-2생활권 L1,L2블럭 더휴 예미지",세종특별자치시 집현동 883-68 행정중심복합도시 4-2생활권 L2블록,5084581
2021-10-06,NB고시텔,울산광역시 남구 신정로 65-1 (달동),8063945
2021-10-05,EJ빌딩,충청남도 아산시 시민로 366 (온천동),5009991
2021-10-05,어울림&파밀리에,세종특별자치시 금남면 집현리 행정중심복합도시 4-2생활권 M1블록 (집현동 890-3) ,5084309
2021-10-04,새여울한신아파트,대전광역시 대덕구 대청로64번길 63 (신탄진동),5015667
2021-10-04,성서무지개타운,대구광역시 달서구 선원로 171 (이곡동),6027058
2021-10-04,일신,대구광역시 중구 큰장로26안길 50 (대신동),6019443
2021-10-03,엞 프리메로,부산광역시 부산진구 서전로38번길 85 (전포동),8112811
2021-10-02,우남퍼스트빌아파트,경기도 양주시 고읍로 36-10 (고읍동),2064167
2021-10-01,동래지웰아파트,"부산광역시 동래구 쇠미로 197 (온천동, 동래지웰)",8096860
2021-09-30,갈마동929근생(해),대전광역시 서구 대덕대로159번길 34 (갈마동),5087157
2021-09-30,원주세경3차아파트,강원도 원주시 백간길 63 (단계동，세경3차아파트),4010924
2021-09-29,송학삼익아파트,충청북도 청주시 서원구 모충로12번길 4 (개신동),5039173
2021-09-28,신림주공1단지아파트,서울특별시 관악구 광신길 160 (신림동),0096496
2021-09-24,망미로얄베스토피아아파트,부산광역시 수영구 과정로85번길 70 (망미동),8001468
2021-09-23,상모두산맨션,경상북도 구미시 상모로 6 (상모동),6031005
2021-09-21,상인서한타운,"대구광역시 달서구 상인서로 46 (상인동, 상인서한타운)",6005393
2021-09-20,비치크루즈,강원도 강릉시 강동면 헌화로 950-39 ,4016125
2021-09-20,주은청설아파트,경기도 안성시 대학로 64 (금산동),2065059
2021-09-17,경기빌딩,서울특별시 중구 남대문로10길 9 (삼각동),0004246
2021-09-17,대전 유성 대광로제비앙 공동주택 신축공사,대전 유성구 봉산동 777번지 일원 ,5087018
2021-09-16,도촌휴먼시아섬마을7단지,경기도 성남시 중원구 도촌남로 101 (도촌동),2117249
2021-09-15,가림메디빌딩,대구광역시 수성구 지범로 161 (지산동),6002682
2021-09-15,하모니프라임,대전광역시 중구 산성로57번길 111 (산성동),5060772
2021-09-13,등촌동성아파트,"서울특별시 강서구 강서로68길 108 (등촌동, 동성아파트)",0058281
2021-09-12,남구미대교전망대,경상북도 구미시 남구미로 103 (공단동),6032632
2021-09-12,서울대학교병원,서울특별시 종로구 대학로 101 (연건동),0002529
2021-09-11,더연희힐,서울특별시 서대문구 동교로 296-42  (연희동),0132112
2021-09-11,제일풍경채에듀파크2단지,"광주광역시 남구 효우2로 46 (행암동, 제일풍경채 에듀파크 2단지)",7045109
2021-09-10,샘머리아파트2단지,대전광역시 서구 청사로 281 (둔산동),5023131
2021-09-08,의정부폴리프라자1,경기도 의정부시 용민로 473 (민락동),2159227
2021-09-07,아데라움아파트,울산광역시 남구 강남로 348 (삼산동),8038023
2021-09-06,롯데쇼핑(주)구리점,경기도 구리시 경춘로 261 (인창동),2000909
2021-09-06,정관2차동원로얄듀크,부산광역시 기장군 정관읍 정관5로 12 ,8057404
2021-09-06,현대메디컬프라자,경기도 파주시 청암로17번길 33 (목동동 933),2169117
2021-09-03,김포더럭스나인D동,경기도 김포시 김포한강10로133번길 144 ,2216154
2021-09-03,장덕동티앤지빌딩,광주광역시 광산구 왕버들로 57 (장덕동),7056012
2021-09-02,백작맨션,대구광역시 남구 중앙대로31길 28 (대명동),6011322
2021-09-02,쌍용예가 더 파크,경상북도 구미시 산동면 신당4로 56 ,6055701
2021-09-01,고양삼송지구 통일로횡단 보도육교,경기도 고양시 덕양구 통일로 385 ,2178363
2021-09-01,당진 아이파크,충남 당진시 읍내동 37-3 ,5091256
2021-09-01,천안두정포레나,충청남도 천안시 서북구 두정동 28외 19필지 ,5085468
2021-08-31,마곡수명산파크3단지,"서울특별시 강서구 수명로1길 110 (내발산동, 마곡수명산파크3단지아파트)",0063787
2021-08-31,범물태성한라창신맨션,대구광역시 수성구 용학로 272 (범물동),6004557
2021-08-30,세진빌딩,경상북도 구미시 사곡로 1 (사곡동),6024753
2021-08-29,성원아파트,충청북도 단양군 단양읍 별곡7길 12 ,5027827
2021-08-29,태평동버드내1단지아파트,대전광역시 중구 태평로 15  (태평동),5005253
2021-08-26,의정부민락푸르지오,경기도 의정부시 송양로 46 (낙양동),2131712
2021-08-26,화순부영주택1차아파트,전라남도 화순군 화순읍 광덕로 170 ,7011953
2021-08-25,진안교회,전라북도 진안군 진안읍 대광3길 14 ,7009886
2021-08-24,엘리트경장A,전라북도 군산시 조촌2길 15 (경장동),7016565
2021-08-23,가락마을19단지(세종파라곤),"세종특별자치시 밝은뜰로 15  (고운동, 가락마을19단지)",5076076
2021-08-23,개포우성3차아파트,서울특별시 강남구 개포로 307 (개포동),0065530
2021-08-23,심곡마을현대프레미오아파트,경기도 용인시 수지구 수지로 41 (상현동),2049070
2021-08-21,개운1차한신휴플러스,강원도 원주시 서원대로 389 (개운동，한신휴플러스1차아파트),4006041
2021-08-21,중원빌딩,강원도 원주시 원문로 107-8 (단계동),4007352
2021-08-20,용곡동일하이빌,"충청남도 천안시 동남구 일봉로 71 (용곡동, 동일하이빌1단지아파트)",5019007
2021-08-17,e편한세상춘천한숲시티아파트,"강원도 춘천시 안마산로 133 (퇴계동, e편한세상 춘천 한숲시티)",4018140
2021-08-12,블루밍하우스,부산광역시 금정구 부산대학로64번길 85 (장전동),8023172
2021-08-12,침산동105-65근생,대구광역시 북구 침산동 105-65 ,6062567
2021-08-09,서희빌,부산광역시 북구 덕천동 의성로 53번길 18,8100846
2021-08-07,부평3주구현대아파트,인천광역시 부평구 마장로 121 (산곡동),2032324
2021-08-06,대연청구아파트,부산광역시 남구 황령대로319번가길 110 (대연동),8056713
2021-08-06,하이클리닉빌딩,울산광역시 북구 신답로 35 (상안동),8077879
2021-08-04,가평볼링장,경기도 가평군 가평읍 가평제방길 107 ,2232728
2021-08-04,광주수완코오롱하늘채,광주광역시 광산구 장덕로137번길 39 (수완동),7042105
2021-08-04,백목련아파트,대전광역시 서구 정림서로138번길 21 (정림동),5028806
2021-08-03,광명장미아파트,충청남도 천안시 서북구 미라2길 19 (쌍용동),5046298
2021-08-02,대전엑스포사이언스컴플렉스,대전광역시 유성구 도룡동 대전엑스포 사후활용지구 11-1블록 블럭 로트 ,5086830
2021-08-02,동암빌딩,서울특별시 중구 소공로 62 (충무로1가),0050687
2021-08-02,신도림 테크노마트,서울특별시 구로구 새말로 97 (구로동),0048257
2021-08-01,아침마을아파트,대전광역시 동구 우암로 192 (가양동),5015372
2021-07-30,한국철도공사 도원역,"인천광역시 동구 참외전로 245 , 호외 10필지 (창영동)",2094851
2021-07-29,동탄파크자이,"경기도 화성시 동탄대로24길 117 (영천동, 동탄파크자이)",2189579
2021-07-29,풍경마루,충청남도 아산시 번영로69번길 32-4 (온천동),5073170
2021-07-29,해동이국민체육센터,"경상남도 김해시 삼계로 136 (삼계동, 해동이국민체육센터)",8045335
2021-07-28,천산아파트,충청남도 서천군 마서면 장서로 493 ,5016185
2021-07-27,증평코아루휴티스,충청북도 증평군 증평읍 미암리 578외 21필지 ,5089670
2021-07-26,광명e-편한세상센트레빌,경기도 광명시 오리로 801 (하안동),2132740
2021-07-26,신흥청구아파트,경기도 성남시 수정구 공원로 340 (신흥동),2145452
2021-07-26,쌍용마을뜨란채,"충청남도 천안시 서북구 봉서산샛길 64  (쌍용동, 쌍용마을뜨란채아파트)",5017959
2021-07-26,월곡동일신아파트,광주광역시 광산구 사암로 271 (월곡동),7030556
2021-07-26,진접휴먼시아16단지,경기도 남양주시 진접읍 해밀예당3로 67 (휴먼시아16단지아파트),2131549
2021-07-25,별해리아파트,전라남도 담양군 담양읍 미리산길 28 (별해리아파트),7046764
2021-07-25,샘머리아파트2단지,대전광역시 서구 청사로 281 (둔산동),5023153
2021-07-24,CJ나인파크,서울특별시 용산구 백범로90다길 12 (문배동),0005525
2021-07-24,금오빌딩,경상북도 구미시 1공단로 182 (공단동),6032108
2021-07-23,다산지금하남덕풍(남양주다산지금),경기도 남양주시 다산동 3280 ,2246794
2021-07-23,부천위브트레지움2단지아파트,경기도 부천시 도약로 206 (약대동),2092595
2021-07-23,영주,부산광역시 동래구 아시아드대로255번가길 32-5 (온천동),8096843
2021-07-22,용인대우아파트,경기도 용인시 기흥구 중부대로 735 (상하동),2084352
2021-07-21,제천중앙아파트,충청북도 제천시 봉양읍 제원로2길 7  (중앙아파트),5056131
2021-07-19,산본4단지한라2차아파트,"경기도 군포시 번영로 328 (산본동, 한라2차아파트)",2156938
2021-07-18,용산파크자이,"서울특별시 용산구 한강대로 205  (한강로1가, 용산파크자이)",0041241
2021-07-18,한마음타운,"경상남도 밀양시 교동로5길 22 (교동, 한마음타운)",8071171
2021-07-16,광주효천1 LH1단지,광주광역시 남구 효천로 176 ,7067938
2021-07-16,애플타워,울산광역시 남구 삼산로 17 (신정동),8059039
2021-07-16,용봉동도나우타운,"광주광역시 북구 비엔날레로155번길 9 (용봉동, 용봉동 도나우타운)",7052510
2021-07-15,고양지청,경기도 고양시 일산동구 장백로 213 (장항동),2067791
2021-07-14,신도림 테크노마트,서울특별시 구로구 새말로 97 (구로동),0048258
2021-07-13,골든게이트빌딩,대구광역시 수성구 청호로 297 (황금동),6011763
2021-07-13,구리토평우남아파트,"경기도 구리시 검배로 154 (토평동, 우남아파트)",2001389
2021-07-13,내유동587-9빌라,경기도 고양시 덕양구 내유동 587-9 ,2237178
2021-07-13,보라무지개아파트,전라북도 군산시 대야면 수림로 7-10 (산월리),7024193
2021-07-13,아너스빌관리단,대전광역시 서구 둔산북로 121 (둔산동),5030483
